cycle_idx,capacity_Ah,energy_Wh,duration_s,v_min,v_max,v_mean,i_rms,dVdt_abs_mean
53,3.199081830555556,11.410003708209167,3600.0,3.0,4.08339,3.5665210694444442,3.1995262502802184,0.00036292581272575724
54,3.1981862444444444,11.407747332259556,3599.0,3.0,4.08232,3.5668162322867465,3.199519419396107,0.00036492495831017165
55,3.1981845333333334,11.405984906567806,3599.0,3.0,4.08293,3.5662668157821615,3.199517707938817,0.00036275986659255096
56,3.193741791666667,11.389538101311583,3594.0,3.0,4.08217,3.5660776850306064,3.199518741291178,0.00036754801001948127
57,3.192840152777778,11.385971312982027,3593.0,3.0,4.08248,3.5659672529919284,3.1995058318919116,0.00036205178173719387
58,3.1919574416666667,11.382748617746584,3592.0,3.0,4.08248,3.565944401447662,3.199511885530637,0.0003684043441938216
59,3.1919710027777777,11.382056458462278,3592.0,3.0,4.08248,3.5657130011135854,3.199525479537925,0.0003665441381230851
60,3.1884019416666667,11.369405133331806,3588.0,3.0,4.08217,3.5657356493868453,3.199511398853539,0.0003661081683858388
61,3.185717502777778,11.358755289412056,3585.0,2.99985,4.08202,3.565396652719665,3.1994931391792325,0.0003695842633928584
62,3.1857396638888886,11.358280438886084,3585.0,2.99985,4.08171,3.565224083682008,3.199515397179135,0.00036828683035714297
63,3.184852738888889,11.35405724554161,3584.0,3.0,4.08232,3.5648909542410716,3.1995172340807168,0.00036524979067820135
64,3.183085172222222,11.34826572866164,3582.0,3.0,4.08186,3.565050145170296,3.199527228905543,0.00037141301312482915
65,3.181300838888889,11.340489778311639,3580.0,3.0,4.08232,3.564606486033519,3.199520371145088,0.0003689941324392273
66,3.182186797222222,11.344166778665139,3581.0,3.0,4.08202,3.5647700279251606,3.1995175592881173,0.00036923743016759546
67,3.177742822222222,11.327140202797972,3576.0,3.0,4.08248,3.564396465324385,3.1995173564547166,0.0003653230769230764
68,3.1759626194444444,11.320371444958777,3574.0,3.0,4.08186,3.564263956351427,3.199514644212877,0.0003678141617688231
69,3.1759446444444444,11.319368287084083,3574.0,3.0,4.08156,3.5639688864017907,3.1994965357835143,0.00036678701371396896
70,3.175963608333334,11.318647012917083,3574.0,3.0,4.08125,3.5637197985450477,3.1995156404395173,0.00036684858662188775
71,3.172403275,11.30586091841364,3570.0,3.0,4.08141,3.5636889299719887,3.199510278305519,0.00036700756514429836
72,3.170601047222222,11.299042982045194,3568.0,3.0,4.08171,3.563563850896861,3.1994853317898526,0.0003655396691897967
73,3.1697304749999997,11.295090054745083,3567.0,3.0,4.08171,3.5632954864031396,3.199503676640632,0.00036704430734716813
74,3.168852561111111,11.291627991472334,3566.0,3.0,4.08125,3.5631901991026362,3.199514618295421,0.0003658148667601675
75,3.1662061972222224,11.282030552186916,3563.0,3.0,4.08186,3.563138049396576,3.1995347253693143,0.00036729365524985924
76,3.166185958333333,11.281935663810582,3563.0,3.0,4.08141,3.563130103845075,3.1995142735754256,0.0003660387422796142
77,3.163517005555556,11.272079892137139,3560.0,3.0,4.08171,3.563021219101124,3.199511552236467,0.0003688732790109547
78,3.161754833333333,11.264911695661667,3558.0,3.0,4.08141,3.5627397048903875,3.199527069308121,0.00037083497329210344
79,3.161736769444445,11.265663596357445,3558.0,3.0,4.0811,3.5629981703204043,3.1995087905158104,0.0003663086870958651
80,3.162626202777778,11.26685792119261,3559.0,3.0,4.08171,3.5623731778589494,3.1995094788468292,0.0003671838111298497
81,3.159967180555556,11.258022883708529,3556.0,3.0,4.08171,3.562575095613048,3.199516805133344,0.00037027285513361317
82,3.1572923250000007,11.246916448553833,3553.0,3.0,4.0808,3.5620761694342806,3.199508098790796,0.00036826013513513597
83,3.1590721222222227,11.254631708451583,3555.0,3.0,4.08125,3.5625110267229254,3.199510420528672,0.0003697017445132248
84,3.155504272222222,11.24093320780378,3551.0,3.0,4.08141,3.562199019994367,3.1994974030102497,0.00037018309859154373
85,3.1528702805555553,11.230482326768804,3548.0,3.0,4.08141,3.561859983089064,3.1995301381079235,0.00037011559063997764
86,3.1528621999999995,11.230272038638027,3548.0,2.99985,4.08141,3.5618020800450956,3.1995219367111614,0.00037024245841556046
87,3.1528501805555558,11.228439174974499,3548.0,3.0,4.0811,3.5612341770011273,3.199509738556502,0.0003696983366224996
88,3.1573006305555555,11.244038242269582,3553.0,3.0,4.08095,3.5611550914719956,3.199516515611452,0.0003701323198198196
89,3.1484091833333334,11.213187623729642,3543.0,3.0,4.08049,3.5614131724527236,3.1995125505701116,0.00037039525691699677
90,3.148403313888889,11.212364693456584,3543.0,3.0,4.0811,3.561158995201806,3.1995065856403984,0.0003691050254093749
91,3.147511930555556,11.208863325519834,3542.0,3.0,4.08171,3.5610551948051947,3.1995039112464068,0.0003714459192318543
92,3.1439679805555554,11.19625517508578,3538.0,3.0,4.08049,3.5610589344262293,3.1995151609740495,0.000368481764206952
93,3.143963313888889,11.196212278439527,3538.0,3.0,4.0808,3.5610499576031662,3.1995104111925614,0.000370972575629064
94,3.141293027777778,11.185597024902778,3535.0,3.0,4.08125,3.5606978868458277,3.1995063096534695,0.0003685427277872129
95,3.1395199166666665,11.178914472792695,3533.0,3.0,4.08095,3.5605804613642795,3.1995107853825973,0.00036995186862967094
96,3.137744138888889,11.172662752052831,3531.0,3.0,4.08049,3.5606035967148117,3.1995125479505124,0.0003671614730878219
97,3.1386278305555555,11.174568932761723,3532.0,3.0,4.08141,3.5602085050962624,3.1995073875089104,0.0003699915038232796
98,3.135961416666667,11.16483915868811,3529.0,3.0,4.08049,3.5601329328421647,3.199507227194365,0.0003688860544217659
99,3.1341772000000008,11.15770070097714,3527.0,3.0,4.08034,3.559882109441452,3.199500374465952,0.0003704707884288162
100,3.1333043277777777,11.15670672082525,3526.0,3.0,4.07988,3.5605560663641524,3.1995165878055345,0.00037097588652482296
101,3.148403938888889,11.210042861995085,3543.0,3.0,4.0808,3.560419980242732,3.1995072208241537,0.0003687069452286834
102,3.1475129500000003,11.207475949567808,3542.0,3.0,4.08141,3.56061337944664,3.199504946549946,0.00037060717311494134
103,3.144862588888889,11.19797861889258,3539.0,3.0,4.08064,3.5605944786662898,3.199521116799398,0.0003682589033352158
104,3.143068463888889,11.189998668827474,3537.0,2.99985,4.0808,3.560086822165677,3.199504205001928,0.00036534785067873375
105,3.1430648305555557,11.190937565387111,3537.0,3.0,4.08064,3.5603898784280466,3.1995005067507143,0.0003656080316742059
106,3.1404132194444445,11.18049791161986,3534.0,3.0,4.08049,3.5600719043576685,3.1995154213398713,0.00036922445513727517
107,3.1377251,11.171792668658307,3531.0,2.99985,4.08019,3.5603481166808266,3.1994931348273004,0.00036881869688385393
108,3.1359605666666672,11.164917051093667,3529.0,3.0,4.08034,3.5601592009067726,3.1995063591862984,0.0003706519274376428
109,3.1341814972222224,11.157482815876334,3527.0,3.0,4.08034,3.5598080550042526,3.199504761458029,0.000372390811117414
110,3.1324062333333336,11.150620583115224,3525.0,3.0,4.07988,3.5596345560283686,3.199507048166466,0.0003718473325766187
111,3.1306337722222226,11.143840352554248,3523.0,3.0,4.08049,3.55948408174851,3.1995122019902196,0.00037017319704713366
112,3.135078725,11.156867974912306,3528.0,3.0,4.08019,3.5585926332199547,3.1995134116720116,0.0003669634250070828
113,3.1279620972222224,11.134241136131722,3520.0,3.0,4.08064,3.5594552812499995,3.199506664189574,0.0003687524865018485
114,3.127076691666667,11.13016869862089,3519.0,3.0,4.08064,3.5591613327649907,3.1995100873647635,0.0003711540648095509
115,3.1261897361111117,11.127131472939778,3518.0,3.0,4.0808,3.559199536668562,3.199511926346068,0.0003712368495877183
116,3.124417497222222,11.120018511547999,3516.0,3.0,4.0808,3.55894247440273,3.1995173212685044,0.00037061166429587375
117,3.192858669444445,11.385853381717029,3593.0,3.0,4.08339,3.5659095379905374,3.199524386716609,0.00036383351893096215
118,3.1919590999999996,11.382268169876196,3592.0,3.0,4.08309,3.56579118596882,3.1995135492217766,0.00036287385129490885
119,3.190181452777778,11.373739303385863,3590.0,3.0,4.08293,3.565105389972145,3.1995134080429835,0.0003628475898579011
120,3.1946356722222222,11.38992421319611,3595.0,3.0,4.08248,3.5652007065368565,3.1995238760772473,0.00036729827490261717
121,3.1937447861111115,11.387252179855585,3594.0,3.0,4.0837,3.5653582359488034,3.1995217408504084,0.00036465070971333075
122,3.189296527777778,11.370278843421417,3589.0,3.0,4.08324,3.565009336862636,3.1995172487336268,0.00036667502787068054
123,3.1848546333333334,11.351234692299835,3584.0,3.0,4.08202,3.564002106584821,3.199519138147906,0.00036480602846776413
124,3.184857627777778,11.350799741268084,3584.0,3.0,4.08171,3.563862639508929,3.199522145727442,0.00036434272955623864
125,3.1892979444444447,11.368132695116138,3589.0,3.0,4.08248,3.5643350571189747,3.1995186703703196,0.0003647045707915309
126,3.1866366305555553,11.358618805799003,3586.0,2.99985,4.08309,3.564326246514222,3.199523643143982,0.00036815620641561856
127,3.187519225,11.357823777386946,3587.0,3.0,4.08232,3.5630908948982434,3.1995174568392755,0.0003632264361405468
128,3.1839633611111116,11.347971195049306,3583.0,3.0,4.08309,3.563974694390176,3.1995166083055855,0.0003662674483528738
129,3.1821830888888893,11.339723681339834,3581.0,3.0,4.08202,3.5633767187936334,3.1995138306899653,0.0003662877094972059
130,3.1759628722222226,11.314530016702612,3574.0,3.0,4.08156,3.562424202574147,3.1995148981876684,0.0003678253568429892
131,3.177743308333333,11.320351333143279,3576.0,3.0,4.08156,3.5622597874720356,3.199517846817627,0.0003657762237762221
132,3.175081047222222,11.309811544393723,3573.0,3.0,4.08156,3.5619274447243208,3.1995218805388443,0.0003647844344904813
133,3.090629136111111,10.988855453111583,3478.0,3.0,4.07774,3.555412133410006,3.1995010900338423,0.00037362956571757294
134,3.0924125694444444,10.994977002741889,3480.0,3.0,4.07866,3.5553417873563213,3.199507228434592,0.0003722362747916072
135,3.089739661111111,10.9855965336835,3477.0,3.0,4.07881,3.555381268334771,3.1995003397675963,0.0003715506329113923
136,3.0897347833333333,10.98560176767425,3477.0,3.0,4.07958,3.555388058671268,3.1994952893707844,0.0003741455696202531
137,3.0870710249999997,10.976136783187778,3474.0,3.0,4.07912,3.5553905843408176,3.19949786665583,0.0003699856032248768
138,3.0861910805555555,10.972653129255447,3473.0,3.0,4.07881,3.5552749323351573,3.199506995331663,0.0003747350230414732
139,3.084408619444445,10.965818982957694,3471.0,2.99985,4.07805,3.55511403053875,3.199501852427748,0.0003742046109510072
140,3.0835186694444445,10.96246456665261,3470.0,3.0,4.07836,3.555052262247839,3.199500608835405,0.0003698818103199765
141,3.0826367972222224,10.959535790002445,3469.0,3.0,4.07866,3.555119080426636,3.199507747153087,0.0003726095732410616
142,3.080862069444445,10.953437096993083,3467.0,3.0,4.07897,3.5551873060282664,3.1995106307434957,0.0003715031736872469
143,3.079965855555555,10.949665171610446,3466.0,2.99985,4.07881,3.5549977149451815,3.199502880035941,0.00037335642135642407
144,3.0772941944444443,10.941001046034193,3463.0,3.0,4.07866,3.555268726537684,3.1994972567696967,0.0003761525129982698
145,3.0773050055555555,10.939553678585806,3463.0,3.0,4.07897,3.554785428818943,3.1995084977688917,0.000370785673021372
146,3.0755306972222227,10.933760584032335,3461.0,3.0,4.07851,3.5549527882114993,3.199511822404792,0.0003738497109826605
147,3.0755186416666667,10.933409528324335,3461.0,3.0,4.07881,3.5548524183761914,3.199499280892186,0.00037540173410404446
148,3.074630186111111,10.930217471826834,3460.0,3.0,4.07851,3.554841971098266,3.199499586600612,0.0003730239953743884
149,3.0559675805555555,10.861464379897306,3439.0,3.0,4.07744,3.554052881651643,3.1995007830700226,0.0003740110529377527
150,3.0604048055555557,10.879289769525528,3444.0,2.99985,4.07851,3.5547237166085943,3.1994939597563947,0.0003754835898925343
151,3.0595178055555556,10.875597769198222,3443.0,3.0,4.07759,3.5545486349114146,3.1994957892615994,0.00037587158628704133
152,3.057747836111111,10.871004781217472,3441.0,3.0,4.07805,3.555102167974426,3.1995036664717,0.0003768081395348828
153,3.057728611111111,10.870170972628276,3441.0,3.0,4.07866,3.554854295263005,3.1994835489120867,0.0003729883720930231
154,3.0559628972222224,10.863503705123,3439.0,3.0,4.0782,3.554725638266938,3.1994958804190947,0.0003725683536940094
155,3.05593905,10.864263502670584,3439.0,3.0,4.07836,3.5550021139866237,3.199470912519195,0.0003762070971495053
156,3.053298080555556,10.854587998739445,3436.0,3.0,4.07851,3.554907846332945,3.199497377762536,0.00037533042212518225
157,3.0524126611111115,10.851236838557584,3435.0,3.0,4.07881,3.5548416244541485,3.1995008683533297,0.0003775829935934767
158,3.0497396527777783,10.841771298733697,3432.0,3.0,4.07759,3.554852814685314,3.1994937790174216,0.00037591664237831494
159,3.049739072222222,10.84097512395114,3432.0,3.0,4.0782,3.554593458624709,3.1994931699012055,0.00037523754007578227
160,3.0488418055555555,10.838150261878974,3431.0,3.0,4.07759,3.5547126260565434,3.199484231455535,0.0003743673469387804
161,3.047087633333333,10.831433431073805,3429.0,3.0,4.07836,3.5545544269466314,3.1995087158863686,0.0003777187864644104
162,3.04707505,10.83149186660975,3429.0,3.0,4.07774,3.554588827646544,3.1994955027472645,0.00037864060676779407
163,3.043524275,10.81906893928172,3425.0,3.0,4.07744,3.554653518248175,3.1994999403059685,0.0003734228971962614
164,3.043561333333334,10.818570357528584,3425.0,3.0,4.07759,3.5544471007299268,3.1995388974117143,0.00037000000000000157
165,3.0390688166666666,10.802946003854748,3420.0,3.0,4.0779,3.5545609269005847,3.1994876133146746,0.0003772594325826262
166,3.0408479222222224,10.80825134482428,3422.0,3.0,4.07836,3.5542244126241966,3.1994893112736076,0.0003746769950306916
167,3.041725294444445,10.811785664312168,3423.0,3.0,4.07774,3.554363269062226,3.199477345594152,0.00037461718293396067
168,3.0399803638888887,10.804899591155335,3421.0,2.99985,4.07759,3.554135688395206,3.1995116103441124,0.000373888888888891
169,3.044405713888889,10.821431681233694,3426.0,3.0,4.07759,3.5544006771745478,3.1994922567184307,0.00037947737226277
170,3.0390537972222225,10.801948632376723,3420.0,3.0,4.07805,3.5542491140350876,3.1994718001848432,0.00037456858730622967
171,3.0381491666666665,10.797717507357362,3419.0,3.0,4.07744,3.553915662474408,3.19945506866678,0.00037670567583382024
172,3.0364078833333337,10.792309644553166,3417.0,3.0,4.0779,3.5541723148961077,3.199493204805981,0.00037307669789227274
173,3.0355337555555555,10.788381813914862,3416.0,3.0,4.07713,3.553900925058548,3.199508615010408,0.0003760761346998536
174,3.0346122166666665,10.785639528850528,3415.0,3.0,4.07774,3.5540767613469986,3.1994740466514573,0.0003752841241944936
175,3.0337318027777775,10.78173209892153,3414.0,3.0,4.0779,3.553819200351494,3.19948283032385,0.0003768239085848257
176,3.0328502055555555,10.778441074461945,3413.0,3.0,4.07774,3.5537681775564023,3.1994903713900955,0.00037231828839390534
177,3.0328500861111114,10.778566549040946,3413.0,2.99985,4.07759,3.553810574274831,3.1994902457342906,0.0003722889800703398
178,3.031076347222222,10.772025635612806,3411.0,3.0,4.07805,3.553732506596306,3.199494209691522,0.00037843108504398486
179,3.031072911111111,10.771901774132417,3411.0,3.0,4.07744,3.553695071826444,3.1994905831034743,0.00038028739002932816
180,3.0293075111111114,10.765094559149194,3409.0,3.0,4.0779,3.553518867703139,3.1995033571276505,0.000378814553990612
181,3.0284104166666665,10.762904589263389,3408.0,3.0,4.07774,3.5538476144366196,3.1994945421690413,0.0003780745523921338
182,3.027524886111111,10.758828291984583,3407.0,3.0,4.07759,3.553544235397711,3.1994979432877932,0.0003746623605402208
183,3.027516397222222,10.75787840423575,3407.0,3.0,4.07744,3.55323795714705,3.199488971452049,0.00037872871403405497
184,3.0266253444444446,10.755030181867307,3406.0,3.0,4.07744,3.553342774515561,3.1994865347387407,0.0003800058737151266
185,3.0248616694444443,10.748657537429526,3404.0,3.0,4.07713,3.5533083196239716,3.1995011504947617,0.00038308551278283884
186,3.024842919444444,10.748937872524584,3404.0,3.0,4.07713,3.5534223090481785,3.199481317214956,0.0003735556861592723
187,3.0230724472222223,10.742436479669584,3402.0,3.0,4.07668,3.5533520605526165,3.199488744079982,0.00037936195236694896
188,3.023078563888889,10.741970941491472,3402.0,3.0,4.07759,3.553191675485009,3.1994952174895555,0.00037673625404293016
189,3.0221909638888893,10.738704345972332,3401.0,3.0,4.07698,3.5531545486621585,3.1994964341656797,0.0003742676470588217
190,3.0213129361111113,10.73532886213336,3400.0,3.0,4.07713,3.553068323529412,3.199507787222991,0.00038022653721682593
191,3.0212954527777773,10.735130418841695,3400.0,3.0,4.07729,3.5530244911764703,3.199489272669868,0.0003818534863195044
192,3.020409330555556,10.731601236135,3399.0,3.0,4.07759,3.552898505442777,3.1994920530945086,0.0003804767510300183
193,3.0204137222222225,10.733045346293029,3399.0,3.0,4.07668,3.5533707884671957,3.1994967064916198,0.00037168628605061693
194,3.0186315083333333,10.726191187734528,3397.0,3.0,4.07713,3.5531991992934944,3.1994917066518784,0.0003783716136631332
195,3.0186287972222225,10.725101037686056,3397.0,3.0,4.07759,3.552841309979393,3.199488833426961,0.0003828621908127251
196,3.017739116666667,10.722271956162361,3396.0,3.0,4.07744,3.552951018845701,3.199487843218192,0.00037615611192930507
197,3.0141884333333335,10.708491967211833,3392.0,3.0,4.07668,3.552564321933962,3.1994924114625656,0.000377900324388084
198,3.0195484305555556,10.728587371327444,3398.0,3.0,4.07683,3.5529112448499123,3.199521560911853,0.00037376803061525037
199,3.0266234027777785,10.754325217770056,3406.0,3.0,4.07561,3.553111996476806,3.199484481980675,0.00037869897209985397
200,3.0284141333333334,10.761502023424333,3408.0,3.0,4.07698,3.5533808744131457,3.1994984691878487,0.0003785617845611966
201,3.0284085833333334,10.762436262139609,3408.0,3.0,4.07744,3.5536952699530513,3.1994926049647496,0.00037797475785148225
202,3.0266378361111115,10.756412742843471,3406.0,3.0,4.07774,3.553785393423371,3.1994997398340494,0.0003795212922173269
203,3.025741672222222,10.752550920847943,3405.0,3.0,4.07698,3.5535607753303964,3.1994918997395554,0.00037147179788484213
204,3.0239761388888886,10.74688211064297,3403.0,3.0,4.07744,3.5537603761387007,3.1995045567711045,0.00037392710170488
205,3.023967383333334,10.74621117061614,3403.0,2.99985,4.07713,3.553549905965325,3.1994952926117928,0.00037759553203997847
206,3.022191925,10.740463944726194,3401.0,3.0,4.07744,3.5537352690385178,3.199497451745489,0.0003789235294117657
207,3.0213016222222224,10.73693435633453,3400.0,3.0,4.07729,3.553614685294118,3.1994958064573327,0.0003771550456016481
208,3.018638058333333,10.728012515907887,3397.0,3.0,4.07713,3.55379429790992,3.1994986499463303,0.000379337455830388
209,3.017738919444444,10.723215874074056,3396.0,3.0,4.07668,3.5532641195524146,3.1994876344818968,0.00038134315169366726
210,3.0159432250000004,10.716993790900665,3394.0,3.0,4.07683,3.553313903948144,3.1994683256263072,0.0003820247568523418
211,3.0150760888888892,10.714046896852084,3393.0,3.0,4.07683,3.5533607898614794,3.199491252361066,0.0003773083726415068
212,3.015964597222222,10.717691663783889,3394.0,3.0,4.07698,3.5535223777253977,3.1994909982586996,0.0003815178308281826
213,3.0195404500000005,10.729566692832307,3398.0,3.0,4.07713,3.5532470423778695,3.1995131047112757,0.00037799528996173084
214,3.0123862249999998,10.704531135758028,3390.0,2.99985,4.07683,3.553374843657817,3.1994661647037557,0.0003780495721451763
215,3.012411155555556,10.703846569888167,3390.0,2.99985,4.07729,3.553118991150443,3.1994926430227952,0.0003825051637651218
216,3.011510386111111,10.70086545106039,3389.0,3.0,4.07698,3.5531910150486867,3.1994798713699044,0.000380035419126329
217,3.01061295,10.698175735795973,3388.0,3.0,4.07729,3.5533563459268005,3.199470634048982,0.00038128727487452365
218,3.010631722222222,10.697694125299641,3388.0,3.0,4.07759,3.5531748642266825,3.199490583644738,0.0003824771183938559
219,3.0088380722222228,10.691276245502557,3386.0,2.99985,4.07652,3.5531589958653282,3.1994734053885585,0.000381660265878876
220,3.008858705555556,10.691637393578361,3386.0,3.0,4.07637,3.553255268753692,3.1994953458627413,0.00037753028064992344
221,3.007079963888889,10.685155945522084,3384.0,3.0,4.07744,3.553202452718676,3.199494022149422,0.00038194501921371527
222,3.007093741666667,10.684468313725972,3384.0,3.0,4.07698,3.5529580851063827,3.1995086807168036,0.0003760153709725086
223,3.0061667416666666,10.681533268196027,3383.0,3.0,4.07713,3.55307634052616,3.1994679738476464,0.00037426374926079106
224,3.0053006611111113,10.677507990588085,3382.0,3.0,4.07637,3.552761570076878,3.1994920990162696,0.0003810499852114753
225,3.0044040722222225,10.675801566101223,3381.0,2.99985,4.07637,3.553253513753327,3.199483749076722,0.00038109171597633124
226,3.003526508333333,10.670976207904415,3380.0,3.0,4.07683,3.5526851656804737,3.1994956592389996,0.00038344776561112965
227,3.0035266416666673,10.67128994844189,3380.0,3.0,4.07652,3.5527891242603546,3.1994958022629154,0.00038060076945841884
228,3.002629316666667,10.668289449363055,3379.0,3.0,4.07607,3.552851621781592,3.199486663646876,0.000377951450562465
229,3.0008443555555555,10.661480271752973,3377.0,3.0,4.07668,3.552696464317442,3.1994787006546814,0.00037855746445497737
230,2.9999571027777776,10.65871096362036,3376.0,3.0,4.07698,3.5528233471563984,3.19948029126685,0.0003804148148148138
231,2.999083480555556,10.654488943528445,3375.0,3.0,4.07698,3.5524509125925925,3.1994964245945074,0.0003816064018968569
232,2.9981971749999996,10.651605131127779,3374.0,2.99985,4.07698,3.552538885595732,3.1994990323333967,0.00037529498962348085
