cycle_idx,start_idx,end_idx,duration,avg_current_magnitude
1116,18624820,18627111,2292,3.198570704994812
1117,18640155,18642441,2287,3.198575786814622
1118,18655467,18657750,2284,3.1985655383676024
1119,18670811,18673089,2279,3.19855927783519
1120,18686143,18688422,2280,3.198549690201737
1121,18701471,18703742,2272,3.1985542949848718
1122,18716794,18719057,2264,3.1985427566690485
1123,18732116,18734378,2263,3.1985400696487436
1124,18747416,18749675,2260,3.19853918496572
1125,18762672,18764924,2253,3.19854354566235
1126,18777954,18780205,2252,3.1985512127873763
1127,18793206,18795455,2250,3.1985398133313487
1128,18808434,18810675,2242,3.1985138175480183
1129,18823662,18825900,2239,3.198526178848927
1130,18838880,18841117,2238,3.198460045601187
1131,18854090,18856321,2232,3.1985345391242532
1132,18869290,18871517,2228,3.198530079518181
1133,18884504,18886732,2229,3.19852203126542
1134,18899670,18901892,2223,3.1985232726339774
1135,18914826,18917042,2217,3.1985200813580903
1136,18930000,18932216,2217,3.1985204943221412
1137,18945188,18947406,2219,3.19853589719289
1138,18960356,18962563,2208,3.1985067098231985
1139,18975504,18977708,2205,3.19848385528016
1140,18990628,18992828,2201,3.198507118583339
1141,19005746,19007941,2196,3.198488502160271
1142,19020895,19023089,2195,3.1985089606781636
1143,19036027,19038219,2193,3.19850046189335
1144,19051125,19053313,2189,3.198504957422041
1145,19066243,19068428,2186,3.198496874657793
1146,19081350,19083533,2184,3.198498285875302
1147,19096432,19098611,2180,3.198496811354427
1148,19111518,19113693,2176,3.1985040618731335
1149,19126633,19128806,2174,3.1984865352467966
1150,19141707,19143877,2171,3.1984804797504442
1151,19156779,19158945,2167,3.1984878358591557
1152,19176150,19178343,2194,3.198482492358874
1153,19191876,19194053,2178,3.198510101535582
1154,19207363,19209532,2170,3.198481446049023
1155,19222686,19224850,2165,3.1984777275546095
1156,19237942,19240098,2157,3.198479233670312
1157,19253193,19255340,2148,3.198486948634687
1158,19268393,19270537,2145,3.198464067404366
1159,19283546,19285687,2142,3.1984774530854985
1160,19298682,19300819,2138,3.198452679510694
1161,19313795,19315927,2133,3.1984643972788724
1162,19328898,19331027,2130,3.19846936966275
1163,19343943,19346066,2124,3.1984527394901723
1164,19358984,19361104,2121,3.198442932283332
1165,19374008,19376124,2117,3.198442822942153
1166,19389042,19391155,2114,3.198463501668397
1167,19404019,19406125,2107,3.198430978580952
1168,19419047,19421152,2106,3.198445970781409
1169,19434066,19436166,2101,3.1984343197699436
1170,19449041,19451136,2096,3.1983762027400053
1171,19464027,19466118,2092,3.1984295753105387
1172,19479018,19481107,2090,3.198429999967191
1173,19494010,19496093,2084,3.1984339147431005
1174,19508946,19511027,2082,3.1984206032854816
1175,19523886,19525953,2068,3.198412036092196
1176,19538739,19540809,2071,3.198427222920319
1177,19553560,19555627,2068,3.1984066127938
1178,19568371,19570436,2066,3.198415107583903
1179,19583208,19585271,2064,3.198413749265921
1180,19597966,19600023,2058,3.198449251851982
1181,19612755,19614809,2055,3.1984092748122346
1182,19627568,19629618,2051,3.1983631183712444
1183,19642357,19644402,2046,3.1983979369444793
1184,19657134,19659176,2043,3.1983961894122235
1185,19671882,19673922,2041,3.1984388697304293
1186,19686655,19688689,2035,3.198392853828914
1187,19701412,19703440,2029,3.198384243303902
1188,19716123,19718147,2025,3.1983839000364855
1189,19730885,19732888,2004,3.198371053726871
1190,19745695,19747710,2016,3.1983702365512157
1191,19760545,19762555,2011,3.1983689160294024
1192,19775385,19777390,2006,3.198370669634542
1193,19790241,19792245,2005,3.1983627564186774
1194,19805007,19807006,2000,3.198364271000272
1195,19819872,19821868,1997,3.198352805014378
1196,19834722,19836716,1995,3.19836154818269
1197,19849499,19851487,1989,3.1983476067329337
1198,19864233,19866217,1985,3.1983515644053133
1199,19879034,19881014,1981,3.1983362428306146
1200,19893801,19895777,1977,3.1983518867063263
1201,19908570,19910541,1972,3.1983443419593764
1202,19927608,19929604,1997,3.1983567019103196
1203,19943105,19945078,1974,3.198338645003529
1204,19958261,19960227,1967,3.1983308243607445
1205,19973269,19975228,1960,3.198338012247745
1206,19988247,19990199,1953,3.1983281409296542
1207,20003128,20005075,1948,3.1983186798157868
1208,20017967,20019912,1946,3.198307848179201
1209,20032755,20034697,1943,3.1983139998070858
1210,20047551,20049486,1936,3.198316132254151
1211,20062261,20064195,1935,3.1983102703272306
1212,20076986,20078911,1926,3.198301566283971
1213,20091662,20093583,1922,3.1982974599445106
1214,20106320,20108243,1924,3.198304035852717
1215,20120953,20122864,1912,3.1982981322382935
1216,20135592,20137505,1914,3.1982940987526995
1217,20150227,20152130,1904,3.198279970033378
1218,20164831,20166731,1901,3.1982850095521815
1219,20179474,20181368,1895,3.198281971022797
1220,20194086,20195978,1893,3.198330769406617
1221,20208711,20210599,1889,3.1983008445008716
1222,20223352,20225234,1883,3.198274741890198
1223,20237956,20239837,1882,3.1982866923735394
1224,20252596,20254468,1873,3.1982530660308193
1225,20267200,20269066,1867,3.198252453774582
1226,20281772,20283636,1865,3.1982394852350957
1227,20296397,20298255,1859,3.198237102791966
1228,20310923,20312779,1857,3.198250068745761
1229,20325479,20327330,1852,3.1982243343169667
1230,20340095,20341943,1849,3.198239947335377
1231,20354613,20356456,1844,3.1982258656309543
1232,20369181,20371019,1839,3.198221290915779
1233,20383686,20385520,1835,3.1982108277105077
1234,20398160,20399990,1831,3.1982035689360906
1235,20412673,20414495,1823,3.1982105511491348
1236,20426446,20428255,1810,3.1981837127223964
1237,20440676,20442485,1810,3.1982107743026744
1238,20455135,20456945,1811,3.1981810757206453
1239,20469601,20471409,1809,3.198120306126878
1240,20484103,20485904,1802,3.1981807807962306
1241,20662901,20664702,1802,3.198187893769813
